product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_name,review_title,product_link
Usha CookJoy (CJ1600WPC) 1600 Watt Induction cooktop (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,"₹2,089","₹4,000",48%,4.2,"11,199","Keep Warm Function :- This will keep food warm and ready-to-eat after it has been cooked|Pause  :- Allows you cook at stop and re-start the program your own pace|Auto switch to power saving mode to prevent overheating|Pan sensor technology – operates only when Cookware is placed on|5 Pre-set Indian menu, Timer: 1 min to 3 hours","Smithil,Abhishek,Amit Sharma,Ram Shukla,Suresh Kumar Jena,Amazon Customer,Masood zafar,Bhim Singh","Product is always good ,but service is not properly packaging also dammage box . focus on service,Easy to clean,V good,Good product,I love product Usha,Best,Good for bachelors,Good 👍",https://www.amazon.in/CookJoy-CJ1600WPC-Induction-cooktop-Black/dp/B09NBZ36F7/ref=sr_1_163?qid=1672923598&s=kitchen&sr=1-163
"Reffair AX30 [MAX] Portable Air Purifier for Car, Home & Office | Smart Ionizer Function | H13 Grade True HEPA Filter [Internationally Tested] Aromabuds Fragrance Option - Black",Car&Motorbike|CarAccessories|InteriorAccessories|AirPurifiers&Ionizers,"₹2,339","₹4,000",42%,3.8,"1,118","[NEW LAUNCH - INNOVATIVE DESIGN] EFFICIENT PURIFICATION TECHNOLOGY - Reffair AX30 has the tapered design with an H13 HEPA filter and Smart Negative Ions feature which makes this device perform better and it comes with an effective CADR of 16.2 m³/h. AX30 is Re-designed in the year 2021, especially for Indian market conditions.|TESTED & RELIABLE PERFORMANCE - Reffair AX30 is tested successfully in many international laboratories and assures you peace of mind with reliable purification performance. WIDE APPLICATION - Reffair AX30 is portable and lightweight which makes it easier to use at various locations like home, office, small room, desktop, or inside the car.|HIGH GRADE FILTER - HEPA filters are most trusted and widely used for air purification needs in the world because they provide the best purification results. Reffair AX30 is equipped with H13 HEPA FILTER which can efficiently remove 99.97% of dust, pollen, cigarette smoke, odors, mold spores, and pet dander. It is suitable for those who suffer from allergies, cough, sneezing, and for the entire family who loves to travel together.|100% SAFE TO USE - Many car air purifiers & Ionizers come with built-in non-certified batteries which expose the car to the risk of fire & also cause regular battery drain problems. Reffair AX30 has no battery inside which means that the product is safer to use even at higher temperatures. ENERGY EFFICIENT - It is rated highly energy-efficient product and consumes up to 70% less energy than ionizers hence keeping your car batteries safe from draining out faster.|AFTER-SALES SUPPORT - Reffair AX30 comes with a one-year limited warranty from the date of purchase. In case if you face any problem with our product, please contact us before leaving any review. Our friendly customer care team is always ready to enhance your product experience. Filter life is up to 6 months and Authentic Reffair replacement filter is always available at B0912LC8R9 (ASIN).","Arivazhagan,Ajit,swanand pandit,Venkatesh S.,Shubham Sharma,arun chaturvedi,Amazon Customer,sanket","Liked it,User friendly and effective,Not as per expected,Worth buying for cars which doesn't have inbuilt filter,It works really well...AX30MAX is what we all need..!!,Air purification is awesome,Excelent product for the Prize you pay,Dont expect much",https://www.amazon.in/Reffair-AX30-MAX-Internationally-Aromabuds/dp/B0912WJ87V/ref=sr_1_164?qid=1672923598&s=kitchen&sr=1-164
!!1000 Watt/2000-Watt Room Heater!! Fan Heater!!Pure White!!HN-2500!!Made in India!!,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",₹784,"₹1,599",51%,4.5,11,2000 Watt Fan heater with dual heat setting|Can be used as gift option|Eco Friendly and pocket freindly|Do not worry if you feel any burning smell that is due to burning of element|Extra focus on packaging of product to make sure customer get product in working condition,"Neha Gupta,Abhay,sumit kumar,Kundan,Bond 007","👍,Good quality product and value for money. Recommend for buy,Average product,Good product at good price,Smelling like sumting smoking",https://www.amazon.in/2000-Watt-Heater-White-HN-2500-India/dp/B0BMTZ4T1D/ref=sr_1_165?qid=1672923598&s=kitchen&sr=1-165
"Eureka Forbes Wet & Dry Ultimo 1400 Watts Multipurpose Vacuum Cleaner,Power Suction & Blower with 20 litres Tank Capacity,6 Accessories,1 Year Warranty,Compact,Light Weight & Easy to use (Red)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums","₹5,499","₹9,999",45%,3.8,"4,353","Note-This vacuum cleaner comes with an auto shut off technology that automatically shuts off the vacuum cleaner to protect from overheating|Post Purchase virtual Demo is provided on this product .A dedicated customer service executive is assigned to give live demo of the product over a video call|Wet & Dry Cleaning : Has the ability to clean both wet and dry spills, which makes it extremely versatile. It completely does away with the need to carry separate equipment for wet and dry spills.|1400 Watts Powerful Motor : This Vacuum Cleaner is powered with best in class 1400 W motor delivering powerful suction of 16 KPA to remove dirt & dirt mite.|Powerful Blower: Powered with powerful blower to blow away dust and dirt.|Large capacity of 20 litres storage that helps you clean at a stretch without having you to empty the dust tank often.|Top quality wheels for smooth mobility with rubber wheels to avoid marks on the floor","Samson,Manish T,SWAROOP,Gaurav joshi,K PAVANKUMAR,B.MAGESH KUMAR,Rakesh Sharma,Nandagopan","Nice product,Value For Money and Easy to use,Good but creates noise,Average product,Good product,The product is good and easy to use,Good,Good Product",https://www.amazon.in/Eureka-Forbes-Wet-Dry-Ultimo/dp/B07Z51CGGH/ref=sr_1_166?qid=1672923598&s=kitchen&sr=1-166
Activa Heat-Max 2000 Watts Room Heater (White color ) with ABS body,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",₹899,"₹1,990",55%,4.1,185,"You will not have to worry about any overheating issue with this room heater presented by Activa. It comes with over heat safety protection that prevents it from damages caused by overheating.|This Activa room heater features two heat settings with 1000 watts and 2000 watts for the right amount of heat intensity that is suitable for all size of Rooms, Offices and other places.|Thermal cut off for more added Safety and Protection, 100% pure copper wire motor for longer life, As per BIS Approved ISI Specification.|Air throw range of 10 feet which is ideal for your room offices ; Product can be placed both vertically and horizontally (kindly refer to images)|Lightweight for easy portability between rooms; Plastic body with rust-free metal grill front which suits your room attire.|Do not worry if you experience some burning smell when you run your room heater for the 1st time. This is due to the motor varnish getting heated for the 1st time. The problem should not recur in subsequent usage.|MANUFACTURED UNDER THE GUIDANCE OF HIGHLY QUALIFIED ENGINEERS TO ENSURE THE LIFE OF PRODUCT, FOR HELP OR GUIDANCE CALL ON OUR CC 9999427599, NOTE: PRODUCT WILL BE REPAIRED IN OUR SERVICE CENTER. EXCLUSIVES COMES WITH 1 YEAR WARRANTY PROTECTION ON MOTOR .","SARAN,vandana,HEENA Shekhawat,ayush,Sanjoy thapa,Ravindra Patil,Prince,sonu sharma","Good product for this price...go for it,Nice,Very nice,Value for money,Electry consumption is high,Value for Money,Awesome.  Value for money , Writing after a week's use,Activa chalao thand bhagao",https://www.amazon.in/Activa-Heat-Max-Watts-Heater-White/dp/B0BDG6QDYD/ref=sr_1_167?qid=1672923598&s=kitchen&sr=1-167
"PHILIPS HL1655/00 Hand Blender, White Jar 250W",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,"₹1,695","₹1,695",0%,4.2,"14,290","Steel rod, rust proof metal rod for hot/cold blending. The voltage is 230 volts and the RPM is 18000 rpm with cord length : 1.2 m and power 250 W. Item comes with 2 years warranty.|20 minutes blending of hot & cold dishes, removable blades for whisking & whipping, length of the product:13 inches, frequency: 50 Hz|Includes: Hand blender & whisk|The product is supplied with two blades, blending blade is attached with unit and whisking blade placed in packaging box.|Avoid heating, it is advised not to use product >1 minute, If material is large then advise to process blending in multiple batches. Don’t use product with excess load else the bar assembly may get heated and damage product.|If blades are not rotating, then please rotate blades offline (product is not switched on) with help of fingers and use product|Easy clean, wall bracket for easy storage, easy single trigger operation. Product is made in India","Swathi,Amazon Customer,Chethan KP,Anu Tri,Ravali,Nitish Sharma,Baldev s.,Digambar Gawali","Heats up after less time of usage.,Its is fine,Excellent product,You can go for it.,Worth of money n stylish look,Good,HIGH SPEED VERY GOOD WORKING,Nice product",https://www.amazon.in/Philips-Collection-HL1655-00-250-Watt/dp/B00YQLG7GK/ref=sr_1_169?qid=1672923598&s=kitchen&sr=1-169
"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Grey","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",₹499,₹940,47%,4.1,"3,036","Non-stick coated sole plate|Super clean surface finish|Extra lift at the back for easy gliding on clothes, Extra Light Weight|Cool touch handle with comfortable grip|180 degree swivel cord|Warranty: 2 years on product|Power: 600 watts; Operating voltage: 230 volts","Akash,Girish y j,Nagma,Shafi,Priya Textiles,PITAMBAR SWAIN,Santhosh,Manoj Kumar bais","No more time for heat .this is very awesome product,Light weight &easy to use,Ati Uttam,Awesome,Not upto the mark,essay to use value for mony,Always worst package, it was completely damaged,Good product",https://www.amazon.in/Bajaj-DX-600-Watt-Light-Weight/dp/B00SMJPA9C/ref=sr_1_170?qid=1672923598&s=kitchen&sr=1-170
V-Guard Zio Instant Water Geyser | 3 Litre | 3000 W Heating | White-Blue | | 2 Year Warranty,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters","₹2,699","₹4,700",43%,4.2,"1,296","POWERFUL INSTANT HEATING: The geyser is powered by a superior 3 kW heating element with a copper sheath and high-grade magnesium oxide insulation for quick movement of heat|ADVANCED 4 LAYER SAFETY: Pressure release valve for safer operations at higher pressures, ISI marked thermostat for cutting off power supply when temperature exceeds 55°C, Overheating protection through disc type snap action safety device operating at 90°C & Anti-siphon Protection for preventing the reverse flow of water|STYLISH & ENERGY EFFICIENT : This Instant Water Heater maintains maximum heat retention with eco-friendly insulation and has an stylish colour display panel indicating the status of heat and power|HIGH DURABILITY: Robust Inner Tank of Zio is made of high-grade 304 Stainless Steel | Rust-proof high-quality engineering polymer constitutes the Outer Body, preventing rust formation|WARRANTY: V-Guard Zio has a warranty of 2 Year on Product, 2 Year on Heating Element and 5 Year on Inner Tank|PAN INDIA INSTALLATION AVAILABLE: Installation can be availed at INR 299 (Incl. GST) while the Inlet and Outlet Connection Pipes can be purchased from the technician on a chargeable basis (INR.250)|PAN INDIA SERVICE NETWORK: V-Guard Instant Water Geysers have a Pan India Service Network. You can also reach us at 1800-103-1300 (Toll Free) | 1860-180-3000 (Toll) or send a “Hi” via WhatsApp to +91963350333 or email us at customercare@vguard.in","Vivek,Sai hari,Shekhar Mourya,Habeeb-ind,Rajesh singh,Amazon Customer,satyanarayana Moganti,Mithilesh","Good👌,Good built quality,Quality Product under 3000,good price,Nice product,Good product,Exlent❤,Outlet is very slow",https://www.amazon.in/V-Guard-Instant-Heating-White-Blue-Warranty/dp/B0B9RN5X8B/ref=sr_1_171?qid=1672923598&s=kitchen&sr=1-171
Homeistic Applience™ Instant Electric Water Heater Faucet Tap For Kitchen And Bathroom Sink Digital Water Heating Tap with Shower Head ABS Body- Shock Proof (Pack Of 1. White),"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters","₹1,448","₹2,999",52%,4.5,19,Save time and energy saving;convenient;economical and practical.|A must kitchen accessory for housewives: your hands won't feel cold when washing dishes|2 types for you to choose: under inflow and lateral inflow|Heating tube: high-purity copper liner heating element Rated voltage: 220V/50HZ Rated Power: 3000W|Package Contents: 1 x Electric Water Faucet,"tarun,RITUPARNA BANERJEE,Akshay Saraw,Bimla Devi,Abhishek,Deepak chauhan,Chandni,MD Hasanujjaman","Good product,Very Useful in winter,Good product,Good product must buy.,Best for kitchen,Apperance,Best product😚,Good working",https://www.amazon.in/Homeistic-Applience-Electric-bathroom-Tankless/dp/B08QW937WV/ref=sr_1_173?qid=1672923598&s=kitchen&sr=1-173
"Kitchenwell 18Pc Plastic Food Snack Bag Pouch Clip Sealer for Keeping Food Fresh for Home, Kitchen, Camping Snack Seal Sealing Bag Clips (Multi-Color) | (Pack of 18)|",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,₹79,₹79,0%,4,97,"Made in India !|Perfect for tightly sealing and storing all types of foods and snacks, so that the food stays fresh and tastier for longer|MULTI-PURPOSE: Can be used to seal all types of food bags and storages, such as potato chips, snack bags, breads, coffee bags and frozen food bags, etc.|SEAL THE DEAL! : They are fast and easy to use and their grip is very strong, so you can rely on these clips to keep your bags perfectly sealed with minimum effort. It's always good to have these sealing clippers in your kitchen!|PRACTICABILITY: Convenient, durable and reusable. The Seal clips provide more choices to meet your different needs. Enjoy your fresh food for long time and keep a healthier lifestyle.|Content : 18 Pieces (3 size x 6 Pcs each)","Naitik Parekh,Nerthi,RDP,Anu Chandra,HHJB,KANIKA S.,Avinash B,Shilpi","Good clips.,Second quality,Value for money.,Not bad,Good,Worth the price,Worth purchasing,Average",https://www.amazon.in/Kitchenwell-Plastic-Keeping-Kitchen-Multi-Color/dp/B0B4PPD89B/ref=sr_1_174?qid=1672923598&s=kitchen&sr=1-174
Havells Instanio 10 Litre Storage Water Heater with Flexi Pipe and Free installation (White Blue),"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters","₹6,990","₹14,290",51%,4.4,"1,771",Suitable for high-rise buildings and pressure pump applications. The multi-function valve prevents pressure to increase beyond 8 bars|It is made of ultra-thick super cold rolled steel plates that provides higher resistance to corrosion resulting in longer life than standard inner tank designs|Whirlpool Technology: It avoids direct contact between cold and hot water flow for faster heating and optimized energy saving resulting in 20 % more hot water output|Colour-changing LEDs that change from blue to amber to indicate the hotness of the water,"Amazon Customer,Gaurav,khalil shaikh,Aman Setia,Mayank,janardhanan.s,mahtab alam,Krishna K Jha","Good product but attention needed in packing and shipping,Good Product,Installation Technician not good.,worth to money,Good Water Heater,Loved this…!!!!,Value for money,Good product",https://www.amazon.in/Havells-Instanio-Storage-Heater-installation/dp/B08GM5S4CQ/ref=sr_1_172?qid=1672923600&s=kitchen&sr=1-172
